,fechas,pred
99422,2012-03-06 08:10:00,0.5884
99575,2012-03-06 20:55:00,0.0634
99721,2012-03-07 09:05:00,0.6174
99873,2012-03-07 21:45:00,0.1463
100020,2012-03-08 10:00:00,0.6365
100171,2012-03-08 22:35:00,0.2422
100319,2012-03-09 10:55:00,0.6395
100468,2012-03-09 23:20:00,0.3417
100617,2012-03-10 11:45:00,0.6219
100765,2012-03-11 00:05:00,0.436
100915,2012-03-11 12:35:00,0.5817
101062,2012-03-12 00:50:00,0.5175
101213,2012-03-12 13:25:00,0.5202
101360,2012-03-13 01:40:00,0.5809
101511,2012-03-13 14:15:00,0.4416
101657,2012-03-14 02:25:00,0.6231
101810,2012-03-14 15:10:00,0.3535
101956,2012-03-15 03:20:00,0.6447
102109,2012-03-15 16:05:00,0.2659
102255,2012-03-16 04:15:00,0.6488
102410,2012-03-16 17:10:00,0.1912
102554,2012-03-17 05:10:00,0.6414
102711,2012-03-17 18:15:00,0.1408
102855,2012-03-18 06:15:00,0.6296
103014,2012-03-18 19:30:00,0.1218
103155,2012-03-19 07:15:00,0.6177
103315,2012-03-19 20:35:00,0.1315
103456,2012-03-20 08:20:00,0.6061
103614,2012-03-20 21:30:00,0.1593
103756,2012-03-21 09:20:00,0.5896
103912,2012-03-21 22:20:00,0.1958
104055,2012-03-22 10:15:00,0.5621
104207,2012-03-22 22:55:00,0.2363
104353,2012-03-23 11:05:00,0.5189
104502,2012-03-23 23:30:00,0.2797
104650,2012-03-24 11:50:00,0.4591
104796,2012-03-25 00:00:00,0.3258
104946,2012-03-25 12:30:00,0.3852
105091,2012-03-26 00:35:00,0.3738
105242,2012-03-26 13:10:00,0.3027
105385,2012-03-27 01:05:00,0.4214
105538,2012-03-27 13:50:00,0.2183
105680,2012-03-28 01:40:00,0.465
105834,2012-03-28 14:30:00,0.1392
105976,2012-03-29 02:20:00,0.5007
106130,2012-03-29 15:10:00,0.072
106273,2012-03-30 03:05:00,0.5253
106427,2012-03-30 15:55:00,0.0226
106570,2012-03-31 03:50:00,0.5383
106725,2012-03-31 16:45:00,-0.0032
106869,2012-04-01 04:45:00,0.5421
107024,2012-04-01 17:40:00,-0.0004
107169,2012-04-02 05:45:00,0.5414
107324,2012-04-02 18:40:00,0.0345
107469,2012-04-03 06:45:00,0.5415
107623,2012-04-03 19:35:00,0.0998
107769,2012-04-04 07:45:00,0.544
107922,2012-04-04 20:30:00,0.1892
108069,2012-04-05 08:45:00,0.5461
108220,2012-04-05 21:20:00,0.2936
108368,2012-04-06 09:40:00,0.5425
108517,2012-04-06 22:05:00,0.4026
108667,2012-04-07 10:35:00,0.5275
108814,2012-04-07 22:50:00,0.5062
108965,2012-04-08 11:25:00,0.4974
109112,2012-04-08 23:40:00,0.5959
109264,2012-04-09 12:20:00,0.4515
109409,2012-04-10 00:25:00,0.6642
109562,2012-04-10 13:10:00,0.3918
109707,2012-04-11 01:15:00,0.707
109861,2012-04-11 14:05:00,0.3232
110005,2012-04-12 02:05:00,0.7227
110160,2012-04-12 15:00:00,0.2535
110303,2012-04-13 02:55:00,0.7134
110459,2012-04-13 15:55:00,0.1919
110602,2012-04-14 03:50:00,0.6836
110760,2012-04-14 17:00:00,0.1485
110901,2012-04-15 04:45:00,0.6408
111061,2012-04-15 18:05:00,0.1306
111202,2012-04-16 05:50:00,0.5929
111363,2012-04-16 19:15:00,0.1401
111502,2012-04-17 06:50:00,0.5461
111662,2012-04-17 20:10:00,0.171
111803,2012-04-18 07:55:00,0.502
111960,2012-04-18 21:00:00,0.2145
112103,2012-04-19 08:55:00,0.4579
112256,2012-04-19 21:40:00,0.2647
112402,2012-04-20 09:50:00,0.409
112551,2012-04-20 22:15:00,0.3195
112700,2012-04-21 10:40:00,0.3525
112846,2012-04-21 22:50:00,0.3774
112997,2012-04-22 11:25:00,0.2886
113140,2012-04-22 23:20:00,0.4368
113293,2012-04-23 12:05:00,0.2208
113435,2012-04-23 23:55:00,0.4941
113589,2012-04-24 12:45:00,0.1548
113730,2012-04-25 00:30:00,0.545
113885,2012-04-25 13:25:00,0.0963
114025,2012-04-26 01:05:00,0.5844
114180,2012-04-26 14:00:00,0.0507
114321,2012-04-27 01:45:00,0.6082
114477,2012-04-27 14:45:00,0.0222
114618,2012-04-28 02:30:00,0.6142
114774,2012-04-28 15:30:00,0.0139
114916,2012-04-29 03:20:00,0.6029
115072,2012-04-29 16:20:00,0.029
115215,2012-04-30 04:15:00,0.5782
115371,2012-04-30 17:15:00,0.0698
115515,2012-05-01 05:15:00,0.5462
115670,2012-05-01 18:10:00,0.1366
115815,2012-05-02 06:15:00,0.5135
115969,2012-05-02 19:05:00,0.2259
116116,2012-05-03 07:20:00,0.4837
116268,2012-05-03 20:00:00,0.3311
116416,2012-05-04 08:20:00,0.4569
116566,2012-05-04 20:50:00,0.4429
116716,2012-05-05 09:20:00,0.4298
116864,2012-05-05 21:40:00,0.5514
117015,2012-05-06 10:15:00,0.3991
117162,2012-05-06 22:30:00,0.6473
117314,2012-05-07 11:10:00,0.3622
117459,2012-05-07 23:15:00,0.7229
117613,2012-05-08 12:05:00,0.3189
117757,2012-05-09 00:05:00,0.7724
117911,2012-05-09 12:55:00,0.2713
118054,2012-05-10 00:50:00,0.7927
118210,2012-05-10 13:50:00,0.2237
118352,2012-05-11 01:40:00,0.7836
118510,2012-05-11 14:50:00,0.1818
118651,2012-05-12 02:35:00,0.7476
118809,2012-05-12 15:45:00,0.1518
118949,2012-05-13 03:25:00,0.6899
119109,2012-05-13 16:45:00,0.1393
119249,2012-05-14 04:25:00,0.6176
119409,2012-05-14 17:45:00,0.1471
119548,2012-05-15 05:20:00,0.5383
119709,2012-05-15 18:45:00,0.1745
