,fechas,pred
94900,2012-02-19 15:20:00,-0.5834
95037,2012-02-20 02:45:00,-0.2629
95200,2012-02-20 16:20:00,-0.6127
95336,2012-02-21 03:40:00,-0.278
95498,2012-02-21 17:10:00,-0.623
95636,2012-02-22 04:40:00,-0.3008
95796,2012-02-22 18:00:00,-0.6091
95934,2012-02-23 05:30:00,-0.3243
96093,2012-02-23 18:45:00,-0.5697
96232,2012-02-24 06:20:00,-0.343
96389,2012-02-24 19:25:00,-0.5076
96530,2012-02-25 07:10:00,-0.3537
96685,2012-02-25 20:05:00,-0.4292
96827,2012-02-26 07:55:00,-0.3551
96980,2012-02-26 20:40:00,-0.3429
97125,2012-02-27 08:45:00,-0.3481
97274,2012-02-27 21:10:00,-0.2589
97423,2012-02-28 09:35:00,-0.3358
97567,2012-02-28 21:35:00,-0.1878
97723,2012-02-29 10:35:00,-0.3232
97855,2012-02-29 21:35:00,-0.1415
98023,2012-03-01 11:35:00,-0.3168
98134,2012-03-01 20:50:00,-0.1366
98324,2012-03-02 12:40:00,-0.322
98426,2012-03-02 21:10:00,-0.153
98624,2012-03-03 13:40:00,-0.3399
98722,2012-03-03 21:50:00,-0.164
98923,2012-03-04 14:35:00,-0.3665
99024,2012-03-04 23:00:00,-0.1683
99221,2012-03-05 15:25:00,-0.3958
99336,2012-03-06 01:00:00,-0.1863
99517,2012-03-06 16:05:00,-0.423
99644,2012-03-07 02:40:00,-0.2404
99813,2012-03-07 16:45:00,-0.4449
99946,2012-03-08 03:50:00,-0.3122
100109,2012-03-08 17:25:00,-0.4593
100245,2012-03-09 04:45:00,-0.3871
100404,2012-03-09 18:00:00,-0.4645
100545,2012-03-10 05:45:00,-0.4548
100699,2012-03-10 18:35:00,-0.459
100843,2012-03-11 06:35:00,-0.5078
100995,2012-03-11 19:15:00,-0.4424
101143,2012-03-12 07:35:00,-0.5422
101291,2012-03-12 19:55:00,-0.4145
101442,2012-03-13 08:30:00,-0.5577
101587,2012-03-13 20:35:00,-0.3769
101742,2012-03-14 09:30:00,-0.5584
101884,2012-03-14 21:20:00,-0.3323
102044,2012-03-15 10:40:00,-0.5526
102182,2012-03-15 22:10:00,-0.2856
102345,2012-03-16 11:45:00,-0.5492
102482,2012-03-16 23:10:00,-0.2448
102647,2012-03-17 12:55:00,-0.5538
102784,2012-03-18 00:20:00,-0.2201
102948,2012-03-18 14:00:00,-0.5646
103085,2012-03-19 01:25:00,-0.2195
103248,2012-03-19 15:00:00,-0.5737
103387,2012-03-20 02:35:00,-0.2425
103547,2012-03-20 15:55:00,-0.5716
103687,2012-03-21 03:35:00,-0.2811
103845,2012-03-21 16:45:00,-0.5513
103986,2012-03-22 04:30:00,-0.3252
104142,2012-03-22 17:30:00,-0.5104
104284,2012-03-23 05:20:00,-0.3663
104438,2012-03-23 18:10:00,-0.4504
104582,2012-03-24 06:10:00,-0.3983
104733,2012-03-24 18:45:00,-0.3766
104879,2012-03-25 06:55:00,-0.4181
105028,2012-03-25 19:20:00,-0.2975
105176,2012-03-26 07:40:00,-0.4249
105321,2012-03-26 19:45:00,-0.2228
105474,2012-03-27 08:30:00,-0.4205
105612,2012-03-27 20:00:00,-0.164
105772,2012-03-28 09:20:00,-0.4079
105898,2012-03-28 19:50:00,-0.1348
106070,2012-03-29 10:10:00,-0.3921
106182,2012-03-29 19:30:00,-0.1442
106369,2012-03-30 11:05:00,-0.3784
106474,2012-03-30 19:50:00,-0.1627
106668,2012-03-31 12:00:00,-0.3716
106771,2012-03-31 20:35:00,-0.1707
106968,2012-04-01 13:00:00,-0.3738
107071,2012-04-01 21:35:00,-0.1667
107266,2012-04-02 13:50:00,-0.3835
107380,2012-04-02 23:20:00,-0.1671
107563,2012-04-03 14:35:00,-0.3969
107694,2012-04-04 01:30:00,-0.2112
107860,2012-04-04 15:20:00,-0.4109
107997,2012-04-05 02:45:00,-0.2893
108156,2012-04-05 16:00:00,-0.422
108298,2012-04-06 03:50:00,-0.3785
108452,2012-04-06 16:40:00,-0.4276
108597,2012-04-07 04:45:00,-0.4652
108748,2012-04-07 17:20:00,-0.4255
108896,2012-04-08 05:40:00,-0.5393
109043,2012-04-08 17:55:00,-0.4138
109195,2012-04-09 06:35:00,-0.5944
109339,2012-04-09 18:35:00,-0.3919
109494,2012-04-10 07:30:00,-0.6274
109636,2012-04-10 19:20:00,-0.3598
109793,2012-04-11 08:25:00,-0.6392
109932,2012-04-11 20:00:00,-0.3192
110093,2012-04-12 09:25:00,-0.6342
110230,2012-04-12 20:50:00,-0.2734
110394,2012-04-13 10:30:00,-0.619
110529,2012-04-13 21:45:00,-0.2285
110694,2012-04-14 11:30:00,-0.6005
110830,2012-04-14 22:50:00,-0.194
110995,2012-04-15 12:35:00,-0.5825
111133,2012-04-16 00:05:00,-0.1818
111295,2012-04-16 13:35:00,-0.5637
111435,2012-04-17 01:15:00,-0.198
111594,2012-04-17 14:30:00,-0.5393
111736,2012-04-18 02:20:00,-0.2383
111893,2012-04-18 15:25:00,-0.5043
112036,2012-04-19 03:20:00,-0.2923
112190,2012-04-19 16:10:00,-0.456
112335,2012-04-20 04:15:00,-0.3489
112486,2012-04-20 16:50:00,-0.3951
112634,2012-04-21 05:10:00,-0.3997
112782,2012-04-21 17:30:00,-0.3259
112931,2012-04-22 05:55:00,-0.4391
113076,2012-04-22 18:00:00,-0.2557
113228,2012-04-23 06:40:00,-0.4646
113369,2012-04-23 18:25:00,-0.1934
113525,2012-04-24 07:25:00,-0.4761
113660,2012-04-24 18:40:00,-0.1496
113823,2012-04-25 08:15:00,-0.4754
113944,2012-04-25 18:20:00,-0.1366
114120,2012-04-26 09:00:00,-0.4656
114231,2012-04-26 18:15:00,-0.1549
114417,2012-04-27 09:45:00,-0.4504
114524,2012-04-27 18:40:00,-0.1759
114715,2012-04-28 10:35:00,-0.434
114821,2012-04-28 19:25:00,-0.1848
115013,2012-04-29 11:25:00,-0.4197
115121,2012-04-29 20:25:00,-0.1798
115311,2012-04-30 12:15:00,-0.4099
115427,2012-04-30 21:55:00,-0.172
115608,2012-05-01 13:00:00,-0.4048
115739,2012-05-01 23:55:00,-0.1927
115906,2012-05-02 13:50:00,-0.4037
116046,2012-05-03 01:30:00,-0.2576
116202,2012-05-03 14:30:00,-0.4042
116348,2012-05-04 02:40:00,-0.3455
116499,2012-05-04 15:15:00,-0.4041
116649,2012-05-05 03:45:00,-0.44
116795,2012-05-05 15:55:00,-0.4004
116948,2012-05-06 04:40:00,-0.5286
117092,2012-05-06 16:40:00,-0.3912
117247,2012-05-07 05:35:00,-0.6024
117388,2012-05-07 17:20:00,-0.3746
117546,2012-05-08 06:30:00,-0.6558
117685,2012-05-08 18:05:00,-0.3498
117845,2012-05-09 07:25:00,-0.6863
117982,2012-05-09 18:50:00,-0.3172
118144,2012-05-10 08:20:00,-0.6945
118279,2012-05-10 19:35:00,-0.2786
118443,2012-05-11 09:15:00,-0.6834
118577,2012-05-11 20:25:00,-0.2374
118743,2012-05-12 10:15:00,-0.6577
118877,2012-05-12 21:25:00,-0.2001
119042,2012-05-13 11:10:00,-0.6216
119179,2012-05-13 22:35:00,-0.1758
119342,2012-05-14 12:10:00,-0.5787
119482,2012-05-14 23:50:00,-0.1742
119641,2012-05-15 13:05:00,-0.5299
119784,2012-05-16 01:00:00,-0.1989
